"Season","Week","Tm_ID","Opp_ID","Loc","Result","Notes","Date","Playoff","Tm_score","Opp_score","Score_diff","Win","Cal_Week","Multi_Week","Excl_Harbin","Excl_Elo","Opp_Reg","nonOHSAA","nonOHSAA_div"
"2018",6,"10756","10716","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"10756","10762","N","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"10756","10575","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"10756","10666","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"10756","10539","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",11,"10756","1388","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"4",0,NA
"2018",1,"10762","13035","A","","",2018-08-17,0,NA,NA,NA,0,"33",NA,0,0,"",1,""
"2018",2,"10762","13360","H","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"10762","1056","A","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"4",0,NA
"2018",4,"10762","10666","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"10762","21506","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"10762","10634","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"10762","10756","N","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"10762","10578","A","","",2018-10-04,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"10762","10739","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"10762","10510","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"11016","1398","A","","",2018-08-23,0,NA,NA,NA,0,"34",NA,0,0,"10",0,NA
"2018",3,"11016","11193","A","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"11016","11441","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"11016","11137","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"11016","11207","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"11016","11790","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"11016","11155","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"11016","11069","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"11016","31999","H","","",2018-10-20,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"11171","11593","N","","",2018-08-25,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"11171","1346","A","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"1",0,NA
"2018",4,"11171","11188","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"11171","11785","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"11171","11782","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"11171","11176","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"11171","11195","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"11171","31999","H","","",2018-10-11,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"11171","31999","H","","",2018-10-18,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"11482","1512","A","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"6",0,NA
"2018",3,"11482","11634","A","","",2018-08-30,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"11482","11111","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"11482","11233","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"11482","11060","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"11482","11077","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"11482","11265","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"11482","11013","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"11482","11787","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"11542","11064","H","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"11542","1502","H","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"26",0,NA
"2018",4,"11542","11555","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"11542","11728","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"11542","11003","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"11542","11490","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"11542","11622","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"11542","11134","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"11542","11777","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"11582","11699","H","","",2018-08-23,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"11582","1704","A","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"2",0,NA
"2018",4,"11582","342","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"6",0,NA
"2018",5,"11582","11207","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"11582","11065","A","","",2018-09-22,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"11582","9918","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"11582","11537","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"11582","11701","H","","",2018-10-14,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"11582","31999","H","","",2018-10-20,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"11676","11662","A","","",2018-08-23,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"11676","1350","H","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"6",0,NA
"2018",4,"11676","11560","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"11676","11621","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"11676","11019","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"11676","11485","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"11676","11761","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"11676","11018","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"11676","11138","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"11779","1140","A","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"7",0,NA
"2018",3,"11779","11293","A","","",2018-08-30,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"11779","11346","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"11779","11435","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"11779","11098","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"11779","11365","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"11779","11349","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"11779","11778","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"11779","11317","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"11788","11606","A","","",2018-08-23,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"11788","1410","H","","",2018-09-01,0,NA,NA,NA,0,"35",NA,0,0,"10",0,NA
"2018",4,"11788","11225","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"11788","31999","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"11788","11759","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"11788","11783","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"11788","11593","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"11788","11193","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"11788","31999","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"11791","11493","A","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"11791","11792","A","","",2018-08-30,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"11791","11784","A","","",2018-09-06,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"11791","11023","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"11791","1608","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"6",0,NA
"2018",7,"11791","11128","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"11791","11790","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"11791","11314","A","","",2018-10-13,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"11791","11783","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"1201","252","H","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"8",0,NA
"2018",3,"1201","302","A","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"7",0,NA
"2018",4,"1201","1360","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"6",0,NA
"2018",5,"1201","704","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"2",0,NA
"2018",6,"1201","1741","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"7",0,NA
"2018",7,"1201","717","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"3",0,NA
"2018",8,"1201","713","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"3",0,NA
"2018",9,"1201","475","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"8",0,NA
"2018",10,"1201","486","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"2",0,NA
"2018",11,"1201","1738","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"2",0,NA
"2018",2,"12043","12034","A","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"12043","12051","H","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"12043","12827","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"12043","12023","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"12043","12056","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"12043","12054","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"12043","12048","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"12043","1624","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"7",0,NA
"2018",10,"12043","12651","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",11,"12043","12038","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,""
"2018",15,"12043","12037","A","*","",2018-11-22,0,NA,NA,NA,0,"47",NA,1,0,"",1,""
"2018",2,"12347","12652","H","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"12347","488","A","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"25",0,NA
"2018",4,"12347","12326","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"12347","12319","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"12347","12322","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"12347","12318","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"12347","12320","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"12347","12331","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"12347","12317","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",11,"12347","12502","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,""
"2018",2,"12363","1488","A","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"13",0,NA
"2018",3,"12363","12377","H","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"12363","12378","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"12363","12416","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"12363","12376","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"12363","12653","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"12363","12395","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"12363","12364","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"12363","12365","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",11,"12363","12368","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,""
"2018",2,"12451","1556","H","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"25",0,NA
"2018",3,"12451","12458","H","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"12451","12476","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"12451","12474","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"12451","12859","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"12451","12462","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"12451","12484","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"12451","12447","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"12451","12486","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",11,"12451","12415","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,""
"2018",2,"12492","12440","A","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"12492","12645","A","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"12492","12491","H","","",2018-09-06,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"12492","10200","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"12492","12497","A","","",2018-09-20,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"12492","12494","H","","",2018-09-27,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"12492","12489","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"12492","250","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"23",0,NA
"2018",10,"12492","31999","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",11,"12492","31999","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,""
"2018",3,"12494","12491","A","","",2018-08-30,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",5,"12494","12645","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"12494","12489","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"12494","12492","A","","",2018-09-27,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"12494","736","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"9",0,NA
"2018",9,"12494","12497","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"12494","31999","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",11,"12494","31999","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,""
"2018",2,"12530","12360","A","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"12530","15008","H","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"12530","15009","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"12530","238","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"5",0,NA
"2018",6,"12530","12650","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"12530","12312","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"12530","12532","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"12530","148","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"1",0,NA
"2018",10,"12530","140","H","","",2018-10-19,0,NA,NA,NA,0,"42",1,0,0,"5",0,NA
"2018",10,"12530","25238","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"12532","12370","N","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"12532","25237","H","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"12532","1346","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"1",0,NA
"2018",5,"12532","196","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"5",0,NA
"2018",6,"12532","15007","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"12532","15008","A","","",2018-09-29,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"12532","12530","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"12532","25238","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"12532","12650","A","","",2018-10-18,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",11,"12532","25228","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,""
"2018",2,"12549","12554","H","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"12549","12560","H","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"12549","12559","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"12549","12552","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"12549","12558","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"12549","12568","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"12549","12565","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"12549","416","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"13",0,NA
"2018",10,"12549","12556","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",11,"12549","12551","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,""
"2018",2,"12552","12541","H","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"12552","12537","H","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"12552","12570","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"12552","12549","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"12552","12565","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,""
"2018",7,"12552","416","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"13",0,NA
"2018",8,"12552","12554","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"12552","12568","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"12552","12536","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",11,"12552","12558","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,""
"2018",2,"12559","12548","A","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"12559","12481","A","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"12559","12549","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,""
"2018",5,"12559","12565","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
"2018",6,"12559","416","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"13",0,NA
"2018",7,"12559","12554","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,""
"2018",8,"12559","12568","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,""
"2018",9,"12559","12570","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,""
"2018",10,"12559","12543","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,""
"2018",2,"12564","12551","A","","",2018-08-24,0,NA,NA,NA,0,"34",NA,0,0,"",1,""
"2018",3,"12564","12563","H","","",2018-08-31,0,NA,NA,NA,0,"35",NA,0,0,"",1,""
"2018",4,"12564","1668","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"21",0,NA
"2018",5,"12564","12555","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,""
