,V1,V2,V3,V4,V5,V6,V7
Stadium/pages/1989.txt,Northwest Knights Stadium,,"10761 Pippin Road -- Cincinnati, Ohio  45231",Northwest Local School,2700,Artificial,Northwest Knights
Stadium/pages/1990.txt,Shea Stadium,,"2603 Harris Ave -- Norwood, Ohio  45212",Norwood City Schools,5128,Artificial,Photo Credit:_Aerial Agents_Northwood Rangers
Stadium/pages/1991.txt,William Henry Harrison Stadium,,"9860 West Rd -- Harrison, Ohio  45030",Southwest Local Schools,2539,Grass,Harrison Wildcats
Stadium/pages/1992.txt,Sycamore Stadium,Coach Bud Acus Alumni Field,"5758 Cooper Rd -- Cincinnati, Ohio  45242",Sycamore Community City Schools,1851,Artificial,Sycamore Aviators
Stadium/pages/1993.txt,Taylor Stadium,,"56 Cooper Ave -- Cleves, Ohio  45002",Three Rivers Local School District,2474,Artificial,Taylor Yellow Jackets
Stadium/pages/1994.txt,Winton Woods Stadium,,"1231 West Kemper Road -- Cincinnati, Ohio  45240",Winton Woods City Schools,3766,Artificial,Winton Woods Warriors
Stadium/pages/1995.txt,Bob Lewis Stadium,Bernie Barre Field,"106 Pendery Ave -- Wyoming, Ohio  45215",Wyoming City Schools,2051,Artificial,Wyoming Cowboys
Stadium/pages/1996.txt,Memorial Stadium,,"211 S. Jefferson St. -- West Milton, Ohio  45383",Milton-Union Exempted Village Schools,2500,Grass,Milton-Union Bulldogs
Stadium/pages/1997.txt,Blanchester Wildcat Stadium,,"953 Cherry Street -- Blanchester, Ohio  45107",Blanchester Local Schools,1242,Grass,Blanchester Wildcats
Stadium/pages/1998.txt,Clinton-Massie Falcons Football Field,,"2556 Lebanon Rd. -- Clarksville, Ohio  45113",Clinton-Massie Local School District,1818,Artificial,Clinton-Massie Falcons
Stadium/pages/1999.txt,Beaver Local Stadium,,"13187 OH-7 -- Lisbon, Ohio  44432",Beaver Local Schools,2000,Grass,Beavers
Stadium/pages/2000.txt,Firestone Park Football Field,,"338 E Park Ave -- Columbiana, Ohio  44408",Columbiana Exempted Village Schools,1818,Grass,Columbiana Clippers
Stadium/pages/2001.txt,Crestview Football Field,,"44100 Crestview Rd -- Columbiana, Ohio  44408",Crestview Local School District,1935,Grass,Crestview Rebels
Stadium/pages/2002.txt,Patterson Field,,"820 W 8th St -- East Liverpool, Ohio  43920",East Liverpool City Schools,6147,Grass,Photo Credit:_flickr.com/Sykotyk/sets/_East Liverpool Potters
Stadium/pages/2003.txt,Leetonia Stadium,,"450 Walnut St -- Leetonia, Ohio  44431",Leetonia Exempted Village School District,2012,Grass,Leetonia Bears
Stadium/pages/2004.txt,Memorial Stadium,,"260 West Pine St. -- Lisbon, Ohio  44432",Lisbon Exempted Village Schools,2107,Grass,Lisbon Blue Devils
Stadium/pages/2005.txt,Southern Indian Stadium,,"38095 OH-39 Scenic -- Salineville, Ohio  44432",Southern Local Schools,2000,Artificial,Southern Indians
Stadium/pages/2006.txt,United Eagles Stadium,,"8143 OH-9 -- Hanoverton, Ohio  44423",United Local Schools,1693,Grass,United Local Eagles
Stadium/pages/2007.txt,Wellsville Tiger Stadium,,"1 Bengal Boulevard -- Wellsville, Ohio  43968",Wellsville Local Schools,1938,Grass,Wellsville Tiger
Stadium/pages/2008.txt,Ridgewood Generals Stadium,,"River View Local -- West Lafayette, Ohio  43845",Ridgewood Local School District,2533,Grass,Ridgewood Generals
Stadium/pages/2009.txt,River View Black Bear Stadium,,"26496 St Rt 60 N -- Warsaw, Ohio  43844",River View Local Schools,2929,Grass,River View Black Bears
Stadium/pages/2010.txt,Craig McCord Field,,"28046 Watson Road -- Defiance, Ohio  43512",Ayersvile Local Schools,1862,Grass,Ayersville Pilots
Stadium/pages/2011.txt,Apache Stadium,,"06289 U.S. Highway 127 -- Sherwood, Ohio  43556",Central Local Schools,2132,Grass,Fairview Apaches
Stadium/pages/2012.txt,Hicksville Aces Stadium,,"598 N Bryan St -- Hicksville, Ohio  43526",Hicksville Exempted Village School,1755,Grass,Hicksville Aces
Stadium/pages/2013.txt,Kenton Ridge High School Stadium,,"1414 Bowman Road -- Springfield, Ohio  45502",Northeastern Local Schools,2501,Grass,Kenton Ridge Cougars
Stadium/pages/2014.txt,Tinora Ram Stadium,,"5921 Domersville Rd -- Defiance, Ohio  43512",Northeastern Local Schools (Defiance),2856,Grass,Tinora Rams
Stadium/pages/2016.txt,Bucyrus Redman Field,,"900 W Perry St -- Bucyrus, Ohio  44820",Bucyrus City Schools,2119,Grass,Bucyrus Redman
Stadium/pages/2017.txt,H. J. Gary Field,,"2303 State Route 602 -- North Robinson, Ohio  44856",Colonel Crawford Local Schools,1951,Grass,Colonel  Crawford Eagles
Stadium/pages/2018.txt,Hutson Stadium,,"435 Oldfield Road -- Crestline, Ohio  44827",Crestline Exempted Village School,1128,Grass,Crestline Bulldogs
Stadium/pages/2019.txt,Royals Stadium,Wynford Field,"3288 Holmes Center Rd. -- Bucyrus, Ohio  44820",Wynford Local Schools,1800,Artificial,Wynford Royals
Stadium/pages/2020.txt,J.C Donnell Memorial Stadium,,"375 Baldwin Ave -- Findley, Ohio  45840",Findlay City Schools,6653,Artificial,Findley Trojans
Stadium/pages/2021.txt,Liberty-Benton Eagles Stadium,,"9190 County Road 9 -- Findley, Ohio  45840",Liberty-Benton Local Schools,2471,Grass,Liberty-Benton Eagles
Stadium/pages/2022.txt,Big Walnut Stadium,,"555 S Old 3C Rd
555 S Old 3C Rd -- Sunbury, Ohio  43074",Big Walnut Local Schools,3247,Grass,Big Walnut Eagles
Stadium/pages/2023.txt,Cornell Stadium,,"289 Euclid Ave. -- Delaware, Ohio  43015",Delaware City Schools,1696,Artificial,Hayes Pacers
Stadium/pages/2024.txt,Olentangy Braves Stadium,,"675 Lewis Center Rd -- Lewis Center, Ohio  43035",Olentangy Local Schools,5634,Artificial,Olentangy Braves
Stadium/pages/2025.txt,Olentangy Patriot Stadium,,"3584 Home Rd -- Powell, Ohio  43065",Olentangy Local Schools,5634,Artificial,Liberty Patriots
Stadium/pages/2026.txt,Olentangy Orange Stadium,,"2840 E Orange Rd -- Lewis Center, Ohio  43035",Olentangy Local Schools,5634,Artificial,Olentangy Orange Pioneers
Stadium/pages/2027.txt,Vermilion Sailor Field,,"1250 Sanford St. -- Vermilion, Ohio  44089",Vermilion Local Schools,4153,Grass,Vermilion Sailors
Stadium/pages/2028.txt,True Lay Stadium,Bassett Field,"601 Fremont Rd. -- Port Clinton, Ohio  43452",Port Clinton Local Schools,2371,Artificial,Port Clinton Redskins
Stadium/pages/2029.txt,Firelands Regional Medical Center Field,,"3714 Campbell St -- Sandusky, Ohio  44870",Perkins Local Schools,4029,Artificial,Perkins Pirates
Stadium/pages/2030.txt,George Daniel Field,,"2601 Oberlin Ave. -- Lorain, Ohio  44052",Lorain City Schools,5602,Grass,Lorain Titans
Stadium/pages/2031.txt,Bellevue Athletic Facility,First National Bank Field,"200 Oakland Ave. -- Bellevue, Ohio  44811",Bellevue City Schools,4000,Good,Bellevue Redmen
Stadium/pages/2032.txt,Edison Charger Stadium,,"2603 State Rte 113 East -- Milan, Ohio  44846",Edison Local School District,2458,Grass,Edison Chargers
Stadium/pages/2033.txt,Margaretta High School Stadium,,"209 Lowell St -- Castalia, Ohio  44824",Margaretta Local School District,2855,Grass,Margaretta Polar Bears
Stadium/pages/2034.txt,The Pit,,"328 East Main Street -- Amanda, Ohio  43102",Amanda-Clearcreek Local Schools,2035,Grass,Amanda Clearcreek Aces
Stadium/pages/2035.txt,Van Schoyck Field,,"506 N Main St, -- Sugar Grove, Ohio  43155",Berne Union Local Schools,1537,Grass,Berne Union Rockets
Stadium/pages/2036.txt,Carl Fell Stadium,,"5240 Plum Rd -- Carroll, Ohio  43112",Bloom-Carroll Local Schools,2524,Artificial,Bloom-Carroll Bulldogs
Stadium/pages/2037.txt,Fairfield Union Football Field,,"6675 Cincinnati-Zanesville Road NE -- Lancaster, Ohio  43130",Fairfield Union Local School District,3176,Grass,Fairfield Union
Stadium/pages/2038.txt,Fulton Field,,"Arbor Valley Dr -- Lancaster, Ohio  43130",Lancaster City Schools,6119,Grass,Lancaster Golden Gales
Stadium/pages/2039.txt,Liberty Union Lions Football Field,,"500 Washington Street -- Baltimore, Ohio  43105",Liberty Union-Thurston Local Schools,1986,Grass,Liberty Union Lions
Stadium/pages/2040.txt,Tiger Stadium,,"130 Hill Rd S -- Pickerington, Ohio  43147",Pickerington Local School District,3662,Grass,Pickerington Tigers
Stadium/pages/2041.txt,Panther Stadium,,"7800 Refugee Road -- Pickerington, Ohio  43147",Pickerington Local School District,3822,Grass,Pickerington North  Panthers
Stadium/pages/2042.txt,Millersport Football Field,,"11850 Lancaster St -- Millersport, Ohio  43046",Walnut Township Local Schools,1172,Grass,Millersport Lakers
Stadium/pages/2043.txt,Gardner Park,,"207 W Circle Ave -- Washington Court House, Ohio  43160",Washington Court House City Schools,3682,Grass,Washington Blue Lions
Stadium/pages/2044.txt,Bexley High School Stadium,,"326 S Cassingham Rd -- Bexley, Ohio  43209",Bexley City Schools,2742,Artificial,Bexley Lions
Stadium/pages/2045.txt,Mike Locke Stadium,Weiser Field,"300 Washington Street -- Canal Winchester, Ohio  43110",Canal Winchester Local Schools,2743,Artificial,Canal Winchester Indians
Stadium/pages/2046.txt,Gahanna Lions Stadium,,"140 S Hamilton Rd -- Gahanna, Ohio  43230",Gahanna-Jefferson City Schools,7186,Artificial,Gahanna Lions
Stadium/pages/2047.txt,Bobcat Stadium,Anderson Field,"1587 West Third Ave -- Columbus, Ohio  43212",Grandview Heights City Schools,1361,Artificial,Grandview Heights Bobcats
Stadium/pages/2048.txt,Cruisers Stadium,,"4475 S. Hamilton Rd. -- Groveport, Ohio  43125",Groveport Madison Local School,5163,Grass,Groveport Madison Cruisers
Stadium/pages/2049.txt,Hamilton Rangers Stadium,,"1105 Rathmell Rd -- Hamilton, Ohio  43207",Hamilton Local Schools,3937,Artificial,Hamilton Rangers
Stadium/pages/2050.txt,Hilliard Bradley Stadium,,"2800 Walker Road -- Hilliard, Ohio  43026",Hilliard City Schools,5675,Artificial,Hilliard Bradley Jaguars
Stadium/pages/2051.txt,Hilliard Darby Stadium,,"4200 Leppert Road -- Hilliard, Ohio  43026",Hilliard City Schools,5675,Grass,Hilliard Darby Panthers
Stadium/pages/2052.txt,Hilliard Davidson Stadium,,"5100 Davidson Road -- Hilliard, Ohio  43026",Hilliard City Schools,5675,Grass,Hilliard Davidson Panthers
Stadium/pages/2053.txt,Glenwood Stadium,,"Glenwood -- Canton, Ohio  44721",Plain Local Schools,4607,Artificial,Glenwood Eagles
Stadium/pages/2054.txt,Reynoldsburg Stadium,,"6699 E. Livingston Ave -- Reynoldsburg, Ohio  43068",Reynoldsburg City Schools,6648,Artificial,Reynoldsburg Raiders
Stadium/pages/2055.txt,Central Crossing Stadium,,"4500 Big Run South Road -- Grove City, Ohio  43123",South-Western City Schools,6286,Grass,Central Crossing Comets
Stadium/pages/2056.txt,Franklin Heights Stadium,,"1001 Demorest Road -- Columbus, Ohio  43204",South-Western City Schools,3250,Grass,Franklin Heights Falcons
Stadium/pages/2057.txt,Westland Stadium,,"146 Galloway Road -- Galloway, Ohio  43119",South-Western City Schools,4222,Grass,Westland Cougars
Stadium/pages/2058.txt,Marv Moorhead Memorial Stadium,,"1650 Ridgeview Road -- Upper Arlington, Ohio  43221",Upper Arlington City Schools,8161,Artificial,Upper Arlington Golden Bears
Stadium/pages/2059.txt,Westerville Central Stadium,,"7118 Mount Royal Ave. -- Westerville, Ohio  43082",Westerville City Schools,5710,Artificial,Westerville Central Warhawks
Stadium/pages/2060.txt,Westerville North Stadium,,"950 County Line Rd. -- Westerville, Ohio  43081",Westerville City Schools,5269,Artificial,Westerville North Warriors
Stadium/pages/2061.txt,Westerville South Stadium,,"303 S. Otterbein Ave. -- Westerville, Ohio  43081",Westerville City Schools,4181,Artificial,Westerville South Wildcats
Stadium/pages/2062.txt,Mike Ferguson Field,,"675 S.Yearling Rd. -- Whitehall, Ohio  43213","Whitehall City Schools
Whitehall City Schools",4947,Grass,Whitehall-Yearling Rams
Stadium/pages/2063.txt,Thomas Worthington Stadium,,"300 West Granville Road -- Worthington, Ohio  43085",Worthington City Schools,4860,Artificial,Thomas Worthington Cardinals
Stadium/pages/2064.txt,Worthington Kilbourne Stadium,,"1499 Hard Rd. -- Columbus, Ohio  43235",Worthington City Schools,4406,Artificial,Worthington Kilbourne Wolves
Stadium/pages/2065.txt,Archbold Bluestreak Stadium,,"600 Lafayette St -- Archbold, Ohio  43502",Archbold-Area Local Schools,2523,Grass,Photo Credit:_Matt Nye_Archbold BlueStreaks
Stadium/pages/2066.txt,Pifer Field,,"14544 County Road 6 -- Metamora, Ohio  43540",Evergreen Local Schools,2185,Artificial,Evergreen Vikings
Stadium/pages/2067.txt,Delta Stadium,,"605 Taylor Street -- Delta, Ohio  43515",Pike-Delta-York Schools,3217,Grass,Delta  Panthers
Stadium/pages/2068.txt,Wauseon Stadium,,"840 Parkview Street -- Wauseon, Ohio  43567",Wauseon Schools,2785,Grass,Photo Credit:_Matt Nye_Wauseon Indians
Stadium/pages/2069.txt,Gallia Academy Field,,"2855 Centenary Road -- Gallipolis, Ohio  45631",Gallipolis City Schools,150,Grass,Gallia Academy Blue Devils
Stadium/pages/2070.txt,Dr. William A. Reed Field,,"14510 North Cheshire Street -- Burton, Ohio  44021",Berkshire Local Schools,200,Grass,Berkshire Badgers
Stadium/pages/2071.txt,Cardinal Huskies Football Field,,"14785 Thompson Ave. -- Middlefield, Ohio  44062",Cardinal Local Schools,1469,Grass,Cardinal Huskies
Stadium/pages/2072.txt,Newbury Stadium,,"14775 Auburn Rd -- Newbury, Ohio  44065",Newbury Local Schools,1366,Grass,Newbury Black Knights
Stadium/pages/2073.txt,Howell Field,,"13401 Chillicothe Road -- Chesterland, Ohio  44026",West Geauga Local Schools,2289,Artificial,West Geauga Wolverines
Stadium/pages/2074.txt,Cedarville Field,,"248 N Main St, -- Cedarville, Ohio  45314",Cedar Cliff Local Schools,1111,Grass,Cedarville Indians
Stadium/pages/2075.txt,Memorial Stadium,,"900 E Dayton Yellow Springs Rd -- Fairborn, Ohio  45324",Fairborn City Schools,1864,Grass,Fairborn Skyhawks
Stadium/pages/2076.txt,Doug Adams Stadium,,"506 Dayton Ave -- Xenia, Ohio  45385",Xenia Community City Schools,4782,Artificial,Xenia  Buccaneers
Stadium/pages/2079.txt,Miami Valley South Stadium,,"3737 Upper Bellbrook Road -- Bellbrook, Ohio  45305",Bellbrook - Sugarcreek Local School District,3564,Artificial,Bellbrook Golden Eagles
Stadium/pages/2080.txt,McFarland Stadium,,"1201 Clairmont Ave -- Cambridge, Ohio  43725",City of Cambridge,4000,Grass,Cambridge Bobcats
Stadium/pages/2081.txt,Buckeye Trail Warrior Stadium,,"65555 Wintergreen Road -- Lore City, Ohio  43755",East Guernsey Local Schools,1732,Grass,Buckeye Trail Warriors
Stadium/pages/2082.txt,Castor Field,,"336 S Main St -- Arlington, Ohio  45814",Arlington Local Schools,1322,Grass,Photo Credit:_Kathy Smith_Arlington Red Devils
Stadium/pages/2083.txt,Spike Berry Field,,"3930 County Road 26 -- Rawson, Ohio  45881",Cory-Rawson Local Schools,1073,Grass,Cory Rawson Hornets
Stadium/pages/2084.txt,McComb Stadium,,"328 S. Todd St. -- McComb, Ohio  45858",McComb Local Schools,1640,Grass,McComb Panthers
Stadium/pages/2085.txt,Van Buren Stadium,,"217 South Main Street -- Van Buren, Ohio  45889",Van Buren Local Schools,2511,Grass,Van Buren Black Knights
Stadium/pages/2086.txt,Hinkle Field,,"301 S. East Street -- Vanlue, Ohio  45890",Vanlue Local Schools,875,Grass,Vanlue Wildcats
Stadium/pages/2087.txt,Ada War Memorial Park,,"401 N Park Dr -- Ada, Ohio  45810",Ada Exempted Village Schools,2283,Grass,Ada Bulldogs
Stadium/pages/2088.txt,Hardin Northern Football Field,,"11589 State Route 81 -- Dola, Ohio  45835",Hardin Northern Local School District,853,Grass,Hardin Northern Polar Bears
Stadium/pages/2089.txt,Dial-Roberson Stadium,,"3768 Klinger Rd -- Ada, Ohio  45810",Ohio Northern University,3500,Artificial,Northern University Polar Bears
Stadium/pages/2090.txt,Ridgemont Golden Gophers Stadium,,"171 South East Street -- Ridgeway, Ohio  43345",Ridgemont Local School District,988,Grass,Ridgemont Golden Gophers
Stadium/pages/2091.txt,D. Ray Baum Field,,"20613 OH-37 -- Mt Blanchard, Ohio  45867",Riverdale Local Schools,1870,Grass,Riverdale Falcons
Stadium/pages/2092.txt,Upper Scioto Valley Stadium,,"510 South Courtright -- McGuffey, Ohio  45859",Upper Scioto Valley School District,959,Grass,Upper Scioto Valley Rams
Stadium/pages/2093.txt,Harrison Central Stadium,,"440 East Market Street -- Cadiz, Ohio  43907",Harrison Hills City Schools,2384,Artificial,Harrison Central Huskies
Stadium/pages/2094.txt,Holgate Tiger Stadium,,"801 East Joe E. Brown Avenue -- Holgate, Ohio  43527",Holgate Local Schools,1481,Grass,Holgate Tigers
Stadium/pages/2095.txt,Napoleon Wildcat Stadium,,"701 Briarheath Drive -- Napoleon, Ohio  43545",Napoleon Area City Schools,4391,Grass,Napoleon Wildcats
Stadium/pages/2096.txt,Don Swanson Field,,"6900 State Route 18 -- Hamler, Ohio  43524",Patrick Henry Local Schools,2395,Grass,Patrick Henry Patriots
Stadium/pages/2097.txt,McClain Tiger Stadium,,"200 N. 5th Street -- Greenfield, Ohio  45123",Greenfield Exempted Village Schools,2338,Grass,McClain Tigers
Stadium/pages/2098.txt,New London Wildcat Stadium,,"120 Clifton Street -- New London, Ohio  44851",New London Local Schools,1760,Grass,New London Wildcat
Stadium/pages/2099.txt,Warren Whitney Field,,"16-24 St. Mary's Street -- Norwalk, Ohio  44870",Norwalk City School District,2934,Grass,Norwalk Truckers_Saint Paul Flyers
Stadium/pages/2100.txt,South Central Stadium,,"3305 Greenwich-Angling Rd. -- Greenwich, Ohio  44837",South Central Local Schools,1321,Grass,South Central Trojans
Stadium/pages/2101.txt,Willard Stadium,,"1 Flashes Avenue -- Willard, Ohio  44890",Willard City Schools,394,Grass,Willard Flashes
Stadium/pages/2102.txt,Davis Stadium,,"5063 OH-93 -- Oak Hill, Ohio  45656",Oak Hill Union Local Schools,2124,Artificial,Oak Hill Mighty Oaks
Stadium/pages/2103.txt,C.H. Jones Field,,"899 S Pennsylvania Ave -- Wellston, Ohio  45692",Wellston City Schools,1544,Grass,Wellston Rockets
Stadium/pages/2104.txt,World War II Memorial Stadium,,"201 Wilber Avenue -- Yorkville, Ohio  43971",Buckeye Local School District,3342,Grass,Photo Credit:_flickr.com/Sykotyk/sets/_Buckeye Local High School Panthers
Stadium/pages/2105.txt,Kettlewell Memorial Stadium,,"200 Park Drive -- Wintersville, Ohio  43953",Indian Creek School District,4288,Grass,Indian Creek Redskins
Stadium/pages/2106.txt,Centerburg Football Stadium,,"207 S Preston St. -- Centerburg, Ohio  43011",Centerburg Local Schools,1064,Grass,Centerburg Trojans
Stadium/pages/2107.txt,Municipal Stadium,,"8 E Washington St -- Danville, Ohio  43014",City of Danville,1647,Grass,Danville Blue Devils
Stadium/pages/2108.txt,East Knox Stadium,,"23227 Coshocton Road -- Howard, Ohio  43028",East Knox Local Schools,1539,Grass,East Knox Bulldogs
Stadium/pages/2109.txt,Yellow Jacket Stadium,,"896 S Division St -- Mt Vernon, Ohio  43050",Mount Vernon City Schools,4437,Artificial,Mount Vernon Yellow Jackets
Stadium/pages/2110.txt,Rogers Field,,"9252 Chillicothe Road -- Kirtland, Ohio  44094",Kirtland Local Schools,1361,Grass,Kirtland Hornets
Stadium/pages/2112.txt,Jack Britt Memorial Stadium,,"301 Latimore Street -- Painesville, Ohio  44077",City of Painesville,3000,Artificial,Harvey Red Raiders_Lake Erie College Storm
Stadium/pages/2114.txt,Riverside Stadium,,"585 Riverside Drive -- Painesville, Ohio  44077",Riverside Local Schools,5186,Grass,Riverside Beavers
Stadium/pages/2115.txt,Wickliffe Blue Devil Stadium,,"2221 Rockefeller Road -- Wickliffe, Ohio  44092",Wickliffe City School District,4108,Grass,Wickliffe Blue Devils
Stadium/pages/2116.txt,Chesapeake Panthers Field,,"10181 County Road 1 -- Chesapeake, Ohio  45619",Chesapeake Union Exempted Village Schools,3500,Artificial,Chesapeake Panthers
Stadium/pages/2117.txt,Fairland Dragons Stadium,,"110 Township Rd 1125 -- Proctorville, Ohio  45669",Fairland Local Schools,1211,Grass,Fairland Dragons
Stadium/pages/2118.txt,South Point Pointers Stadium,,"983 County Road 60 -- South Point, Ohio  45680",South Point Local Schools,3664,Artificial,South Point Pointers
Stadium/pages/2119.txt,Symmes Valley Stadium,,"14778 SR 141 -- Willow Wood, Ohio  45696",Symmes Valley Local Schools,1384,Grass,Symmes Valley Vikings
Stadium/pages/2120.txt,Granville Football Stadium,,"248 New Burg Street -- Granville, Ohio  43023",Granville Exempted Village Schools,2396,Grass,Granville Blue Aces
Stadium/pages/2121.txt,Deeds Field-Piper Stadium,,"100 Livingston Dr -- Granville, Ohio  43023",Denison University,3000,Artificial,Denison University Big Red
Stadium/pages/2122.txt,Claymont Stadium,,"1200 Eastport Ave -- Uhrichsville, Ohio  44683",Claymont City Schools,2122,Grass,Claymont Mustangs
Stadium/pages/2123.txt,Swank Field,,"300 Licking View Drive -- Heath, Ohio  43056",Heath City Schools,3101,Grass,Heath Bulldogs
Stadium/pages/2124.txt,Johnstown Football Stadium,,"401 S Oregon St -- Johnstown, Ohio  43031",Johnstown-Monroe Local Schools,3068,Artificial,Johnstown Monroe Johnnies
Stadium/pages/2125.txt,Lakewood Lancer Stadium,Calhoun Memorial Field,"9331 Lancer Road -- Hebron, Ohio  43025",Lakewood Local Schools,1750,Artificial,Photo Credit:_Bo Hanson_Lakewood Lancers
Stadium/pages/2126.txt,Licking Heights Football Stadium,,"4000 Mink Street -- Pataskala, Ohio  43062",Licking Heights Local Schools,2927,Grass,Licking Heights Hornets
Stadium/pages/2127.txt,Licking Valley Field,,"100 Hainsview Drive, NE -- Newark, Ohio  43055",Licking Valley Local Schools,3210,Artificial,Licking Valley Panthers
Stadium/pages/2128.txt,Redskins Stadium,,"312 Maple Ave -- Utica, Ohio  43055",North Fork Local Schools,2184,Grass,Utica Redskins
Stadium/pages/2129.txt,Northridge Stadium,,"2251 Timber Lane -- Dayton, Ohio  45414",Northridge Local Schools,3284,Grass,Northridge Polar Bears
Stadium/pages/2130.txt,Indian Lake Stadium,,"6210 SR 235 N -- Lewistown, Ohio  43333",Indian Lake Local Schools,2963,Grass,Indian Lake Lakers
Stadium/pages/2131.txt,Amherst Memorial Field,,"450 Washington Street -- Amherst, Ohio  44001",Amherst Exempted Village Schools,0,Grass,Amherst Steele Comets
Stadium/pages/2132.txt,Tom Hoch Field,,"4700 Broadway Ave. -- Lorain, Ohio  44052",Clearview Local Schools,2711,Grass,Clearview Clippers
Stadium/pages/2133.txt,Columbia Raiders Field,,"14168 West River Road -- Columbia Station, Ohio  44028",Columbia Local Schools,1228,Grass,Columbia Raiders
Stadium/pages/2134.txt,Firelands Field,,"10643 Vermilion Rd. -- Oberlin, Ohio  44074",Firelands Local Schools,1652,Grass,Firelands Falcons
Stadium/pages/2135.txt,Keystone Stadium,,"580 Opportunity Way -- LaGrange, Ohio  44050",Keystone Local School District,1480,Grass,Keystone Wildcats
Stadium/pages/2136.txt,Oberlin Phoenix Field,,"281 North Pleasant Street -- Oberlin, Ohio  44074",Oberlin City Schools,1152,Grass,Oberlin Phoenix
Stadium/pages/2137.txt,Brookside Stadium,,"1662 Harris Road -- Sheffield, Ohio  44054",Sheffield-Sheffield Lake City Schools,1691,Grass,Brookside Cardinals
Stadium/pages/2138.txt,Wellington Stadium,,"398 Dickson St -- Wellington, Ohio  44090",Wellington Exempted Village Schools,2732,Grass,Wellington Dukes
Stadium/pages/2139.txt,Anthony Wayne Stadium,,"5967 Finzel Rd -- Whitehouse, Ohio  43571",Anthony Wayne Local Schools,3699,Grass,Anthony Wayne Generals
Stadium/pages/2140.txt,Maumee Football Stadium,,"1147 Saco Street -- Maumee, Ohio  43537",Maumee City Schools,2800,Grass,Maumee Panthers
Stadium/pages/2141.txt,Justin F. Coressel Stadium,,"701 N Clinton St -- Defiance, Ohio  43512",Defiance College,4000,Artificial,Defiance College Yellow Jackets
Stadium/pages/2142.txt,Ottawa Hills Stadium,,"2532 Evergreen Rd -- Ottawa Hills, Ohio  43606",Ottawa Hills Local Schools,946,Artificial,Ottawa Hills Bears
Stadium/pages/2143.txt,Springfield Stadium,,"1880 Canton Road -- Akron, Ohio  44312",Springfield Local Schools,2947,Grass,Springfield Spartans
Stadium/pages/2144.txt,Northview Wildcat Stadium,,"5403 Silica Drive -- Sylvania, Ohio  43560",Sylvania City Schools,2390,Artificial,Northview Wildcats
Stadium/pages/2145.txt,Southview Cougar Stadium,,"7225 Sylvania Avenue -- Sylvania, Ohio  43560",Sylvania City Schools,1003,Grass,Southview Cougars
Stadium/pages/2146.txt,Volunteer Field,,"9200 US Route 42 S -- Plain City, Ohio  43064",Jonathan Alder Local Schools,2867,Grass,Jonathan Alder Pioneers
Stadium/pages/2147.txt,Bowlus Field,,"336 Elm Street -- London, Ohio  43140",London City Schools,4579,Artificial,London Red Raiders
Stadium/pages/2148.txt,Madison Plains Eagles Stadium,,"55 Linson Road -- London, Ohio  43140",Madison-Plains Local Schools,1679,Grass,Madison Plains Eagles
Stadium/pages/2149.txt,Jackson-Milton Community Stadium,,"10748 Mahoning Ave -- North Jackson, Ohio  44451",Jackson-Milton Local Schools,1350,Grass,Jackson Milton  Bluejays
Stadium/pages/2150.txt,Paul Menichini Field,,"52 Rocket Place -- Lowellville, Ohio  44436",Lowellville Local Schools,1220,Grass,Photo Credit:_flickr.com/Sykotyk/sets/_Lowellville Rockets
Stadium/pages/2151.txt,Schaefer - Davies Stadium,,"117 N 13th St -- Sebring, Ohio  44672",Sebring Local Schools,1554,Grass,McKinley High School Trojans
