,V1,V2,V3,V4,V5,V6,V7
Stadium/pages/2152.txt,South Range Raider Stadium,,"11300 Columbiana-Canfield Rd. -- Canfield, Ohio  44406",South Range Local Schools,500,Artificial,South Range Raiders
Stadium/pages/2153.txt,Laddie J. Fedor Field,,"111 Euclid Ave. -- Struthers, Ohio  44471",Struthers City Schools,2868,Artificial,Photo Credit:_flickr.com/Sykotyk/sets/_Struthers Wildcats
Stadium/pages/2154.txt,Western Reserve Stadium,,"13850 W Akron-Canfield Rd -- Berlin Center, Ohio  44401",Western Reserve Local Schools,1539,Grass,Western Reserve Blue Devils
Stadium/pages/2155.txt,Elgin Football Field,,"1150 Keener Rd. South -- Marion, Ohio  43302",Elgin Local Schools,1228,Grass,Elgin Comets
Stadium/pages/2156.txt,Spartan Stadium,,"1101 Owens Road West -- Marion, Ohio  43302",Pleasant Local Schools,2056,Grass,Pleasant High School Spartans
Stadium/pages/2157.txt,Ridgedale Stadium,,"3165 Hillman Ford Road -- Morral, Ohio  43337",Ridgedale Local Schools,1518,Grass,Ridgedale Rockets
Stadium/pages/2158.txt,River Valley Vikings Stadium,,"4280 Marion-Mt. Gilead Rd. -- Caledonia, Ohio  43314",River Valley Local Schools,2784,Grass,River Valley Vikings
Stadium/pages/2159.txt,Black River Pirate Stadium,,"233 County Road 40 -- Sullivan, Ohio  44880",Black River Local Schools,1625,Grass,Black River Pirates
Stadium/pages/2160.txt,Eastern High School Field,,"38900 SR 7 -- Reedsville, Ohio  45772",Eastern Local Schools,800,Grass,Eastern High School Eagles
Stadium/pages/2162.txt,Bethel Bees Stadium,,"7490 S. State Rt. 201 -- Tipp City, Ohio  45371",Bethel Local Schools,867,Grass,Bethel Bees
Stadium/pages/2163.txt,Railroader Stadium,,"750 Railroad Avenue -- Bradford, Ohio  45308",Bradford Exempted Village Schools,982,Grass,Bradford Railroaders
Stadium/pages/2164.txt,Miami East Stadium,,"3825 OH-589 -- Casstown, Ohio  45312",Miami East Local Schools,2013,Grass,Miami East Vikings
Stadium/pages/2165.txt,Good Samaritan North/UVMV Stadium,,"35 Parkwood Dr -- Tipp City, Ohio  45371",Tipp City Exempted Village,2450,Grass,Tippecanoe Red Devils
Stadium/pages/2166.txt,Brookville Stadium,,"1 Blue Pride Drive -- Brookville, Ohio  45309",Brookville Local Schools,1878,Grass,Brookville Blue Devils
Stadium/pages/2167.txt,Jefferson Township Field,,"2701 S. Union Rd. -- Dayton, Ohio  45417",Jefferson Township Local Schools,1523,Grass,Jefferson Broncos
Stadium/pages/2168.txt,Chester A. Roush Stadium,,"3750 Far Hills Ave -- Kettering, Ohio  45429",Kettering City Schools,6522,Artificial,Kettering Fairmont Firebirds_Archbishop  Alter Knights
Stadium/pages/2169.txt,Edmundson Stadium,,"1900 Harshman Rd -- Dayton, Ohio  45424",Mad River Local Schools,3121,Artificial,Stebbins Indians
Stadium/pages/2170.txt,Miamisburg Stadium,Harmon Field,"1860 Belvo Rd. -- Miamisburg, Ohio  45342",Miamisburg City Schools,5800,Artificial,Miamisburg Vikings
Stadium/pages/2171.txt,James E 'Chief' Brown Field,,"300 South Fuls Road -- New Lebanon, Ohio  45345",New Lebanon Local Schools,1729,Grass,Dixie Greyhounds
Stadium/pages/2172.txt,Good Samaritan Stadium,,"4916 West National Road -- Clayton, Ohio  45315",Northmont City Schools,6272,Artificial,Northmont Thunderbolts
Stadium/pages/2173.txt,Mack Hummon Stadium,,"1200 Far Hills Avenue -- Oakwood, Ohio  45419",Oakwood City Schools,1014,Grass,Oakwood Lumberjacks
Stadium/pages/2174.txt,Trotwood-Madison Stadium,,"4440 North Union Road -- Trotwood, Ohio  45426",Trotwood-Madison City Schools,3031,Artificial,Trotwood-Madison Rams
Stadium/pages/2175.txt,Valley View Stadium,,"6027 Farmersville Pike -- Germantown, Ohio  45327",Valley View Schools,2600,Artificial,Valley View Spartans
Stadium/pages/2176.txt,Vandalia-Butler Stadium,,"600 South Dixie Drive -- Vandalia, Ohio  45377",Vandalia-Butler City Schools,3241,Artificial,Butler Aviators
Stadium/pages/2177.txt,DOC Stadium,,"5833 Student Street -- West Carrollton, Ohio  45449",West Carrollton City Schools,2769,Artificial,West Carrollton Pirates
Stadium/pages/2178.txt,Highland Stadium,,"4150 Ridge Rd -- Medina, Ohio  44256",Highland Local Schools,3981,Artificial,Medina Bees
Stadium/pages/2179.txt,Mount Gilead Stadium,,"338 Park Avenue -- Mount Gilead, Ohio  43338",Mount Gilead Exempted Village Schools,2225,Grass,Mount Gilead Indians
Stadium/pages/2180.txt,Galion Stadium,,"7819 State Route 19 -- Galion, Ohio  44833",Northmor Local School District,1073,Grass,Tigers
Stadium/pages/2181.txt,McConagha Stadium,Sherman Field,"163 Stormont St -- New Concord, Ohio  43762",Muskingum University,3703,Artificial,Muskingum University Muskies
Stadium/pages/2182.txt,Jack Anderson Stadium,,"46 E. Muskingum Ave. -- Dresden, Ohio  43821",Tri-Valley Local Schools,3475,Artificial,Tri-Valley Scotties
Stadium/pages/2183.txt,West Muskingum Football Stadium,,"150 Kimes Rd. -- Zanesville, Ohio  43701",West Muskingum Local Schools,1768,Grass,West Muskingum Tornadoes
Stadium/pages/2184.txt,Howard J. Devol Field,,"Co Rd 56 -- Caldwell, Ohio  43724",Noble County Ohio,400,Grass,Caldwell Redskins
Stadium/pages/2185.txt,Oak Harbor Football Field,,"11661 W. State Route 163 -- Oak Harbor, Ohio  43449",Benton Carroll Salem Local Schools.,3158,Grass,Oak Harbor Rockets
Stadium/pages/2187.txt,Danbury Athletic Field,,"9451 E. Harbor Road -- Lakeside-Marblehead, Ohio  43440",Danbury Local Schools,1236,Grass,Danbury Lakers
Stadium/pages/2188.txt,Ram Field at Startek Stadium,,"600 Esley Ln -- Mansfield, Ohio  44905",Madison Local School District (Richland),3932,Artificial,Madison Rams
Stadium/pages/2189.txt,Antwerp Football Field,,"9 Waterplant Dr -- Antwerp, Ohio  45813",Antwerp Local Schools,544,Grass,Antwerp
Stadium/pages/2190.txt,Paulding Athletic Field,,"19 Miles Street -- Paulding, Ohio  45879",Paulding Exempted Village Schools,2437,Grass,Paulding Panthers
Stadium/pages/2191.txt,Village Park,,"Park Drive -- Crooksville, Ohio  43731",Crooksville Exempted Village School District,1762,Grass,Crooksville Ceramics
Stadium/pages/2192.txt,Paul Culver Jr. Stadium,,"8660 Sheridan Road NW -- Thornville, Ohio  43076",Northern Local School District,3504,Artificial,Sheridan High School Generals
Stadium/pages/2193.txt,Miller High School Field,,"10397 State Route 155 -- Corning, Ohio  43730",Southern Local School District,874,Grass,Miller High School Falcons
Stadium/pages/2194.txt,Tiger Field,at Savings Bank Stadium,"380 Clark Drive -- Circleville, Ohio  43113",Circleville City Schools District,3254,Grass,Circleville Tigers
Stadium/pages/2195.txt,Teays Valley Vikings Stadium,,"3887 State Route 752 -- Ashville, Ohio  43103",Teays Valley Local School District,3306,Grass,Teays Valley Vikings
Stadium/pages/2196.txt,Westfall Mustangs Football Stadium,,"19463 Pherson Pike -- Williamsport, Ohio  43164",Westfall Local Schools,1487,Grass,Westfall Mustangs
Stadium/pages/2197.txt,Eastern High School Eagles Stadium,,"1170 Tile Mill Rd. -- Beaver, Ohio  45613",Eastern Local Schools,955,Grass,Eastern High School Eagles
Stadium/pages/2198.txt,J. Madeira Brown Memorial Stadium,,"225 West Street -- Piketon, Ohio  45661",Scioto Valley Local Schools,1600,Grass,Piketon Red Streaks
Stadium/pages/2199.txt,Falcons Field,,"2900 State Route 43 -- Mogadore, Ohio  44260",Field Local Schools,2880,Grass,Field High School Falcons
Stadium/pages/2200.txt,JAG Field,,"10235 SR 88 -- Garrettsville, Ohio  44231",James A. Garfield Local Schools,1322,Grass,Photo Credit:_flickr.com/Sykotyk/sets/_Garfield G-Men
Stadium/pages/2201.txt,Roosevelt Stadium,,"1400 N. Mantua St. -- Kent, Ohio  44240",Kent City School District,5256,Grass,Roosevelt Rough Riders
Stadium/pages/2202.txt,Robert C Dunn Field,,"4140 State Route 44 -- Rootstown, Ohio  44272",Rootstown Local Schools,1143,Grass,Rootstown Rovers
Stadium/pages/2203.txt,Southeast High School Football Field,,"8423 Tallmadge Rd -- Ravenna, Ohio  44266",Southeast Local Schools,1358,Grass,Southeast High School Pirates
Stadium/pages/2204.txt,Streetsboro Rockets Stadium,,"8585 State Route 14
Streetsboro, OH 44241 -- Streetsboro, Ohio  44241",Streetsboro City Schools,2500,Artificial,Streetsboro Rockets
Stadium/pages/2205.txt,Waterloo Stadium,,"1464 Industry Road -- Atwater, Ohio  44201",Waterloo Local Schools,2043,Grass,Waterloo Vikings
Stadium/pages/2206.txt,Windham Field,,"9530 Bauer Avenue -- Windham,   44288",Windham Exempted Village Schools,1680,Grass,Windham Bombers
Stadium/pages/2207.txt,Eaton High School Stadium,,"600 Hillcrest Drive -- Eaton, Ohio  45320",Eaton Community Schools City,3614,Artificial,Eaton Fighting Eagles
Stadium/pages/2208.txt,National Trail Stadium,,"6940 Oxford-Gettysburg Rd. -- New Paris, Ohio  45347",National Trail Local Schools,1285,Grass,National Trail Blazers
Stadium/pages/2209.txt,Tri County North High School Stadium,,"436 North Commerce St. -- Lewisburg, Ohio  45338",Tri-County North Local Schools,1024,Grass,Tri County North High School Panthers
Stadium/pages/2210.txt,Twin Valley South Stadium,,"100 Education Drive -- West Alexandria, Ohio  45381",Twin Valley Community Local Schools,1697,Grass,Twin Valley South High School Panthers
Stadium/pages/2211.txt,Leipsic Vikings Field,,"232 Oak Street -- Leipsic, Ohio  45856",Leipsic Local Schools,1120,Grass,Leipsic Vikings
Stadium/pages/2212.txt,Titan Stadium,,"630 Glendale Ave. -- Ottawa, Ohio  45875",Ottawa-Glandorf Local Schools,2542,Grass,Ottawa-Glandorf  Titans
Stadium/pages/2213.txt,CFHS Stadium,Colt Corral,"987 State Route 97 East -- Bellville, Ohio  44813",Clear Fork Valley Local School,2334,Grass,Clear Fork Colts
Stadium/pages/2214.txt,Crestview High School Stadium,,"1575 State Route 96 -- Ashland, Ohio  44805",Crestview Local Schools,1587,Grass,Crestview Cougars
Stadium/pages/2215.txt,Lexington Minutemen Stadium,,"103 Clever Ln -- Lexington, Ohio  44904",Lexington Local Schools,4447,Grass,Lexington Minutemen
Stadium/pages/2216.txt,Ontario Warriors Field,,"467 Shelby-Ontario Road -- Ontario, Ohio  44906",Ontario Local Schools,2648,Grass,Ontario Warriors
Stadium/pages/2217.txt,Plymouth-Shiloh Alumni Field,,"400 Trux Street -- Plymouth, Ohio  44865",Plymouth-Shiloh Local Schools,1347,Grass,Plymouth BIG RED
Stadium/pages/2218.txt,William J. Wilkins Stadium,,"1 Whippet Way -- Shelby, Ohio  44875",Shelby City Schools,600,Grass,Shelby Whippets
Stadium/pages/2219.txt,Adena Football Field,,"210 Springfield Street -- Frankfort, Ohio  45628",Adena Local Schools,1654,Grass,Adena Warriors
Stadium/pages/2220.txt,Huntington Football Stadium,,"6021 Blain Hwy -- Chillicothe, Ohio  45601",Huntington Local Schools,1389,Grass,Huntington Huntsmen
Stadium/pages/2221.txt,Paint Valley Stadium,,"7454 US-50 -- Bainbridge, Ohio  45612",Paint Valley Local Schools,1708,Grass,Paint Valley Bearcats
Stadium/pages/2222.txt,Unioto Football Stadium,,"14193 Pleasant Valley Rd -- Chillicothe, Ohio  45601",Union-Scioto Local Schools,2567,Artificial,Unioto Sherman
Stadium/pages/2223.txt,Zane Trace Football Stadium,,"946 State Route 180 -- Chillicothe, Ohio  45601",Zane Trace Local Schools,1675,Grass,Zane Trace Pioneers
Stadium/pages/2224.txt,Gibsonburg Football Stadium,,"740 S. Main St. -- Gibsonburg, Ohio  43431",Gibsonburg Exempted Village,2262,Grass,Gibsonburg Golden Bears
Stadium/pages/2225.txt,Wildcat Stadium,,"633 Fremont St. -- Elmore, Ohio  43416",Woodmore Local Schools,1890,Grass,Woodmore Wildcats
Stadium/pages/2226.txt,Green Memorial Stadium,,"1737 Steese Road -- Uniontown, Ohio  44685",Green Local Schools,5458,Artificial,Green High School Bulldogs
Stadium/pages/2227.txt,South Webster Football Field,,"215 Falcon Rd -- South Webster, Ohio  45682",Minford Local School,625,Grass,South Webster Jeeps
Stadium/pages/2228.txt,Northwest High School Stadium,,"692 Mohawk Drive -- McDermott, Ohio  45652",Northwest Local Schools (Scioto),2100,Grass,Northwest High School Mohawks
Stadium/pages/2229.txt,Valley Indians Stadium,,"1821 OH-728 -- Lucasville, Ohio  45648",Valley Local School District,4709,Artificial,Valley Indians
Stadium/pages/2230.txt,Ed Miller Stadium,,"800 Pirate D -- Wheelersburg, Ohio  45694",Wheelersburg Local Schools,3620,Artificial,Wheelersburg Pirates
Stadium/pages/2231.txt,Fostoria Memorial Stadium,,"530 Stadium Dr -- Fostoria, Ohio  44830",Fostoria Local Schools,5136,Grass,Fostoria Redmen
Stadium/pages/2232.txt,Hopewell Loudon Stadium,,"181 N. County Road 7 -- Bascom, Ohio  44809",Hopewell-Loudon Local Schools,1484,Grass,Hopewell Loudon School Chieftains
Stadium/pages/2233.txt,Frost-Kalnow Stadium,,"300 S Monroe St -- Tiffin, Ohio  44883",Tiffin City Schools,4100,Artificial,Columbian Tornadoes
Stadium/pages/2234.txt,Anna Booster Field,,"#1 McRill Way -- Anna, Ohio  45302",Anna Local Schools,2181,Grass,Anna Rockets
Stadium/pages/2235.txt,Fort Loramie Stadium,,"575 Greenback Rd -- Fort Loramie, Ohio  45845",Fort Loramie Local Schools,2394,Grass,Fort Loramie Redskins
Stadium/pages/2236.txt,Community Stadium,,"5976 Mahoning Ave -- Warren, Ohio  44483",Champion Local Schools,2247,Grass,Champion Golden Flashes
Stadium/pages/2237.txt,Lombardo Field,,"200 Shaffer Drive NE -- Warren, Ohio  44484",Howland Local Schools,3521,Grass,Photo Credit:_flickr.com/Sykotyk/sets/_Howland High Tigers
Stadium/pages/2238.txt,Labrae Stadium,,"1001 N Leavitt Rd NW -- Leavittsburg, Ohio  44430",LaBrae Local School District,2277,Grass,Labrae Vikings
Stadium/pages/2239.txt,Lakeview Bulldog Stadium,,"300 Hillman Dr. -- Cortland, Ohio  44410",Lakeview Local Schools,2017,Grass,Lakeview Bulldogs
Stadium/pages/2240.txt,Newton Falls Stadium,,"909 1/2 Milton Blvd -- Newton Falls, Ohio  44410",Newton Falls Exempted Village Schools,3033,Grass,Newton Falls Tigers
Stadium/pages/2241.txt,Chalker Wildcat Field,,"2482 OH-534 -- Southington, Ohio  44470",Southington Local Schools,673,Grass,Chalker High Wildcats
Stadium/pages/2242.txt,Mineral Ridge Stadium,,"1334 Seaborn St -- Mineral Ridge, Ohio  44440",Weathersfield Local Schools,2961,Grass,Mineral Ridge Rams
Stadium/pages/2243.txt,Van Wert Stadium,,"10708 OH-118 -- Van Wert, Ohio  45891",Van Wert City Schools,1256,Grass,Van Wert Cougars
Stadium/pages/2244.txt,Kelly Field,,"4259 W. State St. -- Midvale, Ohio  44653",Indian Valley Schools,2406,Grass,Indian Valley Braves
Stadium/pages/2245.txt,Lee Stadium,,"659 Beaver St -- Newcomerstown, Ohio  43832",Newcomerstown Exempted Village,3314,Grass,Newcomerstown Trojans
Stadium/pages/2246.txt,Ron Hurst Field,,"137 4th Street Southeast -- Strasburg, Ohio  44680",Strasburg-Franklin Local,1401,Grass,Strasburg-Franklin Tigers
Stadium/pages/2247.txt,Tusky Valley Stadium,,"2633 Tusky Valley Rd NE -- Zoarville, Ohio  44656",Tuscarawas Valley Local Schools,1903,Grass,Tuscarawas Valley Trojans
Stadium/pages/2248.txt,Monarch Stadium,,"800 Amrine Mill Rd -- Marysville, Ohio  43040",Marysville Exempted Village Schools,3361,Grass,Marysville Monarchs
Stadium/pages/2249.txt,North Union Stadium,,"401 N Franklin St -- Richwood, Ohio  43344",North Union Local Schools,1796,Grass,North Union Wildcats
Stadium/pages/2250.txt,Crestview Cougar Stadium,,"1575 State Route 96 -- Ashland, Ohio  44805",Crestview Local Schools,1433,Grass,Crestview Cougars
Stadium/pages/2251.txt,Kings Stadium,,"5620 Columbia Road -- Kings Mills, Ohio  45034",Kings Local Schools,3796,Artificial,Kings High School Knights
Stadium/pages/2252.txt,Carlisle Stadium,,"250 Jamaica Road -- Carlisle, Ohio  45005",Carlisle Local Schools,1633,Grass,Carlisle Indians
Stadium/pages/2253.txt,Franklin Wildcat Stadium,,"7398 OH-123 -- Franklin, Ohio  45005",Franklin City Schools,2816,Artificial,Franklin Wildcats
Stadium/pages/2254.txt,Hi-Five Stadium,,"3001 East U.S. 22 -- Morrow, Ohio  45152",Little Miami Schools,2177,Artificial,Little Miami Panthers
Stadium/pages/2255.txt,CareFlight Field,,"1605 South Main Street -- Springboro, Ohio  45066",Springboro Community Schools,6500,Artificial,Springboro Panthers
Stadium/pages/2256.txt,Waynesville Spartan Field,,"735 Dayton Road -- Waynesville, Ohio  45068",Wayne Local Schools,2072,Artificial,Waynesville Spartans
Stadium/pages/2257.txt,Fort Frye Cadet Stadium,,"420 5th Street -- Beverly, Ohio  45715",Fort Frye Local School District,2097,Grass,Fort Frye Cadets
Stadium/pages/2258.txt,Frontier Cougar Stadium,,"44870 OH-7 -- New Matamoras, Ohio  45767",Frontier Local School District,1117,Grass,Frontier Cougars
Stadium/pages/2259.txt,Don Drumm Stadium,,"101 South 6th Street -- Marietta, Ohio  45750",Marietta College,5000,Artificial,"Marietta College Pioneers,_Marietta High School Tigers"
Stadium/pages/2260.txt,Warren High School Football Stadium,,"130 Warrior Drive -- Vincent, Ohio  45784",Warren Local School District,3512,Grass,Warren Warriors
Stadium/pages/2261.txt,Waterford Wildcats Stadium,,"330 Main St. -- Waterford, Ohio  45786",Wolf Creek Local School District,1211,Grass,Waterford Wildcats
Stadium/pages/2262.txt,Memorial Stadium,,"58 Chestnut -- Doylestown, Ohio  44230",Chippewa Local Schools,1878,Grass,Chippewa Chipps
Stadium/pages/2263.txt,Green Memorial Stadium,,"1737 Steese Rd -- Green, Ohio  44685",Green Local Schools,5947,Artificial,Green High School Bulldogs
Stadium/pages/2264.txt,Husky Stadium,,"7473 North Elyria Road -- West Salem, Ohio  44287",Northwestern Local Schools,1992,Grass,Northwestern Huskies
Stadium/pages/2265.txt,Norwayne Stadium,,"350 S. Main St. -- Creston, Ohio  44217",Norwayne Local Schools,1422,Grass,Norwayne Bobcats
Stadium/pages/2266.txt,Rittman Field,,"185 Douglas Dr -- Rittman, Ohio  44270",Rittman Exempted Village School District,1661,Grass,Rittman Indians
Stadium/pages/2267.txt,Waynedale Stadium,,"9050 Dover Road -- Apple Creek, Ohio  44606",Southeast Local School District,1800,Grass,Waynedale Golden Bears
Stadium/pages/2268.txt,Triway Stadium,Jack Miller Field,"3205 Shreve Road -- Wooster, Ohio  44691",Triway Local Schools,2536,Artificial,Triway Titans
Stadium/pages/2269.txt,Edgerton Field,,"111 E. River Street -- Edgerton, Ohio  43517",Edgerton Local Schools,1298,Grass,Edgerton Bulldogs
Stadium/pages/2270.txt,Golden Bear Stadium,,"1301 Center St -- Bryan, Ohio  43506",Bryan City Schools,1822,Grass,Bryan Golden Bears
Stadium/pages/2271.txt,Leanne Field,,"Irene Dr -- Edon, Ohio  43518",Edon-Northwest Local Schools,753,Grass,Edon Bombers
Stadium/pages/2272.txt,Hobe Krouse Field,,"1155 Charlies Way -- Montpelier, Ohio  43543",Montpelier Exempted Village Schools,1643,Grass,Montpelier Locomotives
Stadium/pages/2273.txt,Stryker Field,,"1246 W Unity-Stryker-Evansport Rd -- Stryker, Ohio  43557",Stryker Local Schools,622,Grass,Stryker Panthers
Stadium/pages/2274.txt,Freedom Field,,"4900 Sugar Ridge Road -- Pemberville, Ohio  43450",Eastwood Local Schools,2150,Grass,Eastwood Eagles
Stadium/pages/2275.txt,Royal Stadium,,"7650 Jerry City Rd -- Bloomdale, Ohio  44817",Elmwood Local Schools,1994,Grass,Elmwood Royals
Stadium/pages/2276.txt,Lake Community Stadium,,"28080 Lemoyne Road -- Millbury, Ohio  43447",Lake Local Schools,3222,Artificial,Lake High Flyers
Stadium/pages/2277.txt,Memorial Field,,"231 East St -- North Baltimore, Ohio  45872",North Baltimore Local Schools,1243,Grass,North Baltimore Tigers
Stadium/pages/2278.txt,Northwood Stadium,,"700 Lemoyne Rd -- Northwood, Ohio  43619",Northwood Local Schools,2253,Grass,Northwood Rangers
Stadium/pages/2279.txt,Otsego Knights Stadium,,"18505 Tontogany Creek Rd #2 -- Bowling Green, Ohio  43402",Otsego Local Schools,2254,Grass,Otsego Knights
Stadium/pages/2280.txt,Perryburg Steinecker Stadium,,"550 E South Boundary St -- Perrysburg, Ohio  43551",Perrysburg Exempted Village Schools,3573,Artificial,Perrysburg Yellow Jackets
Stadium/pages/2281.txt,Rossford Bulldogs Stadium,,"701 Superior St -- Rossford, Ohio  43460",Rossford Exempted Village Schools,2756,Grass,Rossford Bulldogs
Stadium/pages/2282.txt,Memorial Football Field,,"398 Glenn Ave -- Carey, Ohio  43316",Carey Exempted Village Schools,1587,Grass,Carey Blue Devils
Stadium/pages/2283.txt,Upper Sandusky Football Stadium,,"800 N Sandusky Ave -- Upper Sandusky, Ohio  43351",Upper Sandusky Exempted Village Schools,2733,Grass,Upper Sandusky Rams
Stadium/pages/2284.txt,Don Shula Sports Center,Wasmer Field,"2561 S Belvoir Blvd -- University Heights, Ohio  44118",John Carroll University,5416,Artificial,John Carroll University
Stadium/pages/2285.txt,Wasmer Field and Gabor Track,,"1911 W 30Th St -- Cleveland, Ohio  44113",Saint Ignatius High School,413,Artificial,
Stadium/pages/2286.txt,Spire Stadium,at the Spire Institute,"5201 Spire Cir -- Geneva, Ohio  44041",Geneva Area City Schools,7000,Artificial,Geneva Eagles_St John And Paul Heralds
Stadium/pages/2287.txt,Marsh Field,,"66 North St -- Monroeville, Ohio  44847",Monroeville Local Schools,1652,Grass,Monroeville Eagles
Stadium/pages/2288.txt,Viking Stadium,,"6066 Johnstown-Utica Rd. -- Johnstown, Ohio  43031",Northridge Local Schools (Johnstown),1466,Grass,Northridge Vikings
Stadium/pages/2290.txt,Madison Mohawk Stadium,,"5797 W Alexandria Rd -- Middletown, Ohio  45042",Madison Local Schools (Butler),2179,Grass,Madison Mohawks
Stadium/pages/2291.txt,Booster Field,,"4095  Sheridan Dr -- Vienna, Ohio  44473",Mathews Local Schools,1918,Grass,Mathews Mustangs
Stadium/pages/2292.txt,Conway Memorial,Marhofer Field,"4550 Wyoga Lake Rd -- Cuyahoga Falls, Ohio  44224",Walsh Jesuit High School,3300,Artificial,Walsh Jesuit Warriors
Stadium/pages/2293.txt,Premier Health Track at Don Nock Field,,"4 South Charleston Rd -- Jamestown, Ohio  45335",Greeneview Local Schools,1500,Grass,Greeneview Rams
Stadium/pages/2445.txt,Roger Glass Stadium,John Q. Sherman Field,"401 S Perry St -- Dayton, Ohio  45402",Chaminade Julienne High School,2150,Artificial,Chaminade Eagles
Stadium/pages/2446.txt,H. A. Eggerss Stadium,,"205 West Crawford Street -- Van Wert, Ohio  43072",Van Wert City Schools,3800,Fair,Van Wert Cougars
Stadium/pages/2464.txt,West Clermont Stadium,The Wolf Den,"4101 Bach Buxton Road -- Batavia, Ohio  45103",West Clermont Local School District,4000,Artificial,West Clermont Wolves
Stadium/pages/2473.txt,Lutheran West Stadium,,"3850 Linden Rd -- Rocky River, Ohio  44116",Lutheran West,2000,Artificial,Photo Credit:_Aerial Agents_Lutheran West Longhorns
Stadium/pages/2481.txt,Martin Flannery Field,Tyler Fankhauser,"52560 River High School Rd -- Hannibal, Ohio  43931",Switzerland of Ohio School District,3000,Artificial,River Pilots
Stadium/pages/2482.txt,Buddy LaRosa Field at Lancer Stadium,,"3091 North Bend Road -- Cincinnati, Ohio  45239",The Motz Group,8000,Artificial,La Salle Lancers
Stadium/pages/2483.txt,Covrette Stadium,Fishburn Family Field,"1300 St Rt 314 -- Marengo, Ohio  43334",Highland Locals Schools,2206,Artificial,Highland Fighting Scots
Stadium/pages/2484.txt,Jack Johnson Stadium,,"4595 Gender Road -- Canal Winchester, Ohio  43110",,1850,Artificial,Harvest Prep Warriors
Stadium/pages/2485.txt,Lahoski Field,,"4440 Quick Rd -- Peninsula, Ohio  44264",Woodridge Local school District,2500,Grass,Woodridge Bulldogs
Stadium/pages/2487.txt,Rudy Sharkey Stadium,Barberton Stadium,"555 Barber Road -- Barberton, Ohio  44203",Barberton City Schools,7200,Grass,Barberton Magics
Stadium/pages/2488.txt,Angus King Stadium,Withrow Stadium,"2488 Madison Road -- Cincinnati, Ohio  45208",Cincinnati Public Schools,6000,Artificial,Withrow Tigers
Stadium/pages/2489.txt,North College Hill Stadium,,"1620 W. Galbraith Rd. -- North College Hill, Ohio  45239",North College Hill City School District,1200,Grass,North College Hill Trogans
Stadium/pages/2490.txt,Mustang Stadium,,"2144 Ferguson Road -- Cincinnati, Ohio  45238",Cincinnati Public Schools,500,Artificial,Western Hills Mustangs
Stadium/pages/2491.txt,Robert D. Lindner/Richard E. Lindner Athletic Field,CHCA Field,"11525 Snider Road -- Cincinnati, Ohio  45249",Cincinnati Hills Christian Academy,900,Artificial,CHCA Eagles
Stadium/pages/2493.txt,Farrell Ackley Stadium,,"2161 Grandin Rd -- Cincinnati, Ohio  45208",The Summit Country Day School,600,Artificial,Summit Knights
Stadium/pages/2494.txt,Marx Stadium,,"3250 Victory Parkway -- Cincinnati, Ohio  45207",Cincinnati Public Schools,2300,Artificial,Walnut Hills Eagles
Stadium/pages/2495.txt,Bron Bacevich Memorial Stadium,,"35 E Mitchell Ave -- Cincinnati, Ohio  45217",Roger Bacon High School,3400,Artificial,Roger Bacon Spartans
Stadium/pages/2496.txt,Moeller Stadium,,"9001 Mountgomery Road -- Cincinnati, Ohio  45242",Moeller High School,350,Artificial,Fighting Crusaders
Stadium/pages/2498.txt,West High School Stadium,,"179 S. Powell Ave. -- Columbus, Ohio  43204",Columbus City Schools,3000,Grass,West Cowboys
Stadium/pages/2499.txt,Skip Baughman Stadium,The Skip,"240 N. Front   St. -- St Marys, Ohio  45885",St Marys City Schools,3500,Grass,Memorial Roughriders
Stadium/pages/2501.txt,Sheakley Athletics Center,,"1 Champions Avenue -- Cincinnati, Ohio  45219",University of Cincinnati,1000,Artificial,Bearcats
Stadium/pages/2502.txt,Nippert Stadium,Carson Field,"2700 Bearcats Way -- Cincinnati, Ohio  45219",University of Cincinnati,40000,Artificial,Bearcats
